searge,name,side,desc
func_149575_j,getPlacedBlockOffsetZ,2,Gets the placed block offset Z of this c08 packet player block placement.
func_149594_c,getRequestedState,2,Gets the requested state of this c00 handshake.
func_149595_d,getProtocolVersion,2,Gets the protocol version of this c00 handshake.
func_149609_c,getServerId,2,Gets the server ID of this s01 packet encryption request.
func_149608_d,getPublicKey,2,Gets the public keY of this s01 packet encryption request.
func_149607_e,getVerifyToken,2,Gets the verify token of this s01 packet encryption request.
func_149603_c,getReason,2,Gets the reason of this s00 packet disconnect.
func_149304_c,getProfile,2,Gets the profile of this c00 packet login start.
func_149300_a,getSecretKey,2,Gets the secret keY of this c01 packet encryption response.
func_149299_b,getVerifyToken,2,Gets the verify token of this c01 packet encryption response.
func_149292_c,getTime,2,Gets the time of this s01 packet pong.
func_147152_a,getStackTrace,2,Gets the stack trace of this crash report category.
func_85074_a,getCoordinateInfo,2,Gets the coordinate info of this crash report category.
func_147153_a,addBlockInfo,2,Method to add block info on this crash report category.
func_149294_c,getResponse,2,Gets the response of this s00 packet server info.
func_151317_a,getServerDescription,2,Gets the server description of this server status response.
func_151315_a,setServerDescription,2,Sets the server description of this server status response.
func_151320_a,setFavicon,2,Sets the favicon of this server status response.
func_151319_a,setPlayerCountData,2,Sets the player count data of this server status response.
func_151321_a,setProtocolVersionInfo,2,Sets the protocol version info of this server status response.
func_151318_b,getPlayerCountData,2,Gets the player count data of this server status response.
func_151322_c,getProtocolVersionInfo,2,Gets the protocol version info of this server status response.
func_151316_d,getFavicon,2,Gets the favicon of this server status response.
func_151332_a,getMaxPlayers,2,Gets the max players of this server status response$ player count data.
func_151330_a,setPlayers,2,Sets the players of this server status response$ player count data.
func_151333_b,getOnlinePlayerCount,2,Gets the online player count of this server status response$ player count data.
func_151331_c,getPlayers,2,Gets the players of this server status response$ player count data.
func_151303_a,getName,2,Gets the name of this server status response$ minecraft protocol version identifier.
func_151304_b,getProtocol,2,Gets the protocol of this server status response$ minecraft protocol version identifier.
func_149289_c,getClientTime,2,Gets the client time of this c01 packet ping.
func_82498_a,getProjectileInaccuracy,2,Gets the projectile inaccuracY of this bootstrap$5$1.
func_82500_b,getProjectileVelocity,2,Gets the projectile velocitY of this bootstrap$5$1.
func_151353_a,registerDispenserBehaviors,2,Method to register dispenser behaviors on this bootstrap.
func_151354_b,register,2,Method to register on this bootstrap.
func_151379_a,forException,2,Method to for exception on this json exception.
func_151380_a,prependJsonKey,2,Method to prepend json key on this json exception.
func_151381_b,setFilenameAndFlush,2,Sets the filename and flush of this json exception.
func_151373_a,addJsonKey,2,Method to add json key on this json exception$ entry.
func_151372_b,getJsonKeys,2,Gets the json keys of this json exception$ entry.
func_154346_a,hasAcceptedEULA,2,Checks if this server eula is accepted eula.
func_154347_a,loadEULAFile,2,Method to load eula file on this server eula.
func_154348_b,createEULAFile,2,Method to create eula file on this server eula.
func_96547_a,setSavedData,2,Sets the saved data of this server scoreboard.
func_96551_b,markSaveDataDirty,2,Method to mark save data dirty on this server scoreboard.
func_96550_d,getCreatePackets,2,Gets the create packets of this server scoreboard.
func_96549_e,addObjective,2,Method to add objective on this server scoreboard.
func_96548_f,getDestroyPackets,2,Gets the destroy packets of this server scoreboard.
func_96546_g,sendDisplaySlotRemovalPackets,2,Method to send display slot removal packets on this server scoreboard.
func_96552_h,getObjectiveDisplaySlotCount,2,Gets the objective display slot count of this server scoreboard.
func_152605_a,addOp,2,Method to add op on this server configuration manager.
func_152610_b,removeOp,2,Method to remove op on this server configuration manager.
func_152597_c,removePlayerFromWhitelist,2,Method to remove player from whitelist on this server configuration manager.
func_152601_d,addWhitelistedPlayer,2,Method to add whitelisted player on this server configuration manager.
func_152607_e,canJoin,2,Checks if this server configuration manager is join.
func_152618_v,saveIpBanList,2,Method to save IP ban list on this dedicated player list.
func_152617_w,saveUserBanList,2,Method to save user ban list on this dedicated player list.
func_152619_x,loadIpBanList,2,Method to load IP ban list on this dedicated player list.
func_152620_y,loadUserBansList,2,Method to load user bans list on this dedicated player list.
func_152368_aE,convertFiles,2,Method to convert files on this dedicated server.
func_152369_aG,sleepFiveSeconds,2,Method to sleep five seconds on this dedicated server.
func_147136_ar,isAnnouncingPlayerAchievements,2,Checks if this Minecraft server is announcing player achievements.
func_143006_e,setPlayerIdleTimeout,2,Sets the player idle timeout of this Minecraft server.
func_164247_a,appendLine,2,Method to append line on this minecraft server gui.
func_120034_a,tick,2,Method to tick on this stats component.
func_120035_a,mean,2,Method to mean on this stats component.
func_85172_a,sendLeashedEntitiesInChunk,2,Method to send leashed entities in chunk on this tracker entity.
func_151247_a,sendToAllTrackingEntity,2,Method to send to all tracking entity on this tracker entity.
func_151248_b,sendToTrackingAndSelf,2,Method to send to tracking and self on this tracker entity.
func_152622_a,setPlayerViewRadius,2,Sets the player view radius of this player manager.
func_152621_a,hasPlayerInstance,2,Checks if this player manager is player instance.
func_151250_a,markBlockForUpdate,2,Method to mark block for update on this player manager.
func_151253_a,flagChunkForUpdate,2,Method to flag chunk for update on this player manager$ player instance.
func_151252_a,sendTileToAllPlayersWatchingChunk,2,Method to send tile to all players watching chunk on this player manager$ player instance.
func_151251_a,sendToAllPlayersWatchingChunk,2,Method to send to all players watching chunk on this player manager$ player instance.
func_152380_a,getChunks,2,Gets the chunks of this chunk provider server.
func_147488_Z,sendQueuedBlockEvents,2,Method to send queued block events on this world server.
func_147486_a,getTileEntitiesIn,2,Gets the tile entities in of this world server.
func_147485_a,fireBlockEvent,2,Method to fire block event on this world server.
func_147487_a,addParticle,2,Method to add particle on this world server.
func_73046_m,getMinecraftServer,2,Gets the minecraft server of this world server.
func_147100_a,handleClientSettings,2,Method to handle client settings on this player mp entity.
func_147095_a,requestTexturePackLoad,2,Method to request texture pack load on this player mp entity.
func_147097_b,sendTileEntityUpdate,2,Method to send tile entity update on this player mp entity.
func_152339_d,removeEntity,2,Method to remove entity on this player mp entity.
func_147098_j,updateBiomesExplored,2,Method to update biomes explored on this player mp entity.
func_147096_v,getChatVisibility,2,Gets the chat visibilitY of this player mp entity.
func_143004_u,markPlayerActive,2,Method to mark player active on this player mp entity.
func_147099_x,getStatFile,2,Gets the stat file of this player mp entity.
func_154331_x,getLastActiveTime,2,Gets the last active time of this player mp entity.
func_151259_a,sendPacketToTrackedPlayers,2,Method to send packet to tracked players on this tracker entry entity.
func_151261_b,sendToTrackingAndSelf,2,Method to send to tracking and self on this tracker entry entity.
func_151260_c,createSpawnPacket,2,Method to create spawn packet on this tracker entry entity.
func_151256_a,writeAndFlush,2,Method to write and flush on this ping response handler.
func_151255_a,getStringBuffer,2,Gets the string buffer of this ping response handler.
func_151267_d,getServer,2,Gets the server of this network system.
func_110121_a,isNullOrEmpty,2,Checks if this mAIn is null or empty.
func_152357_F,getGameProfiles,2,Gets the game profiles of this Minecraft server.
func_147133_T,getTexturePack,2,Gets the texture pack of this Minecraft server.
func_147138_a,addFaviconToStatusResponse,2,Method to add favicon to status response on this Minecraft server.
func_82010_a,registerTickable,2,Method to register tickable on this Minecraft server.
func_152361_a,setConfigManager,2,Sets the config manager of this Minecraft server.
func_147139_a,setDifficultyForAllWorlds,2,Sets the difficulty for all worlds of this Minecraft server.
func_147137_ag,getNetworkSystem,2,Gets the network system of this Minecraft server.
func_143007_ar,getMaxPlayerIdleMinutes,2,Gets the max player idle minutes of this Minecraft server.
func_147130_as,getMinecraftSessionService,2,Gets the minecraft session service of this Minecraft server.
func_152359_aw,getGameProfileRepository,2,Gets the game profile repositionitorY of this Minecraft server.
func_152358_ax,getPlayerProfileCache,2,Gets the player profile cache of this Minecraft server.
func_147134_at,getServerStatusResponse,2,Gets the server status response of this Minecraft server.
func_147132_au,refreshStatusNextTick,2,Method to refresh status next tick on this Minecraft server.
func_155759_m,setServerResourcePack,2,Sets the server resource pack of this Minecraft server.
func_147362_b,getNetworkManager,2,Gets the network manager of this net handler play server.
func_147363_d,currentTimeMillis,2,Method to current time millis on this net handler play server.
func_152506_a,getOfflineProfile,2,Gets the offline profile of this net handler login server.
func_147322_a,closeConnection,2,Method to close connection on this net handler login server.
func_147326_c,tryAcceptPlayer,2,Method to try accept player on this net handler login server.
func_147317_d,getConnectionInfo,2,Gets the connection info of this net handler login server.
func_152641_a,onSerialization,2,Called when this user list whitelist entry serialization.
func_152654_a,getUsernames,2,Gets the usernames of this player profile cache.
func_152656_a,getEntriesWithLimit,2,Gets the entries with limit of this player profile cache.
func_152649_a,addEntry,2,Method to add entry on this player profile cache.
func_152651_a,addEntry,2,Method to add entry on this player profile cache.
func_152655_a,getGameProfileForUsername,2,Gets the game profile for username of this player profile cache.
func_152652_a,getProfileByUUID,2,Gets the profile by UUID of this player profile cache.
func_152650_a,getGameProfile,2,Gets the game profile of this player profile cache.
func_152657_b,load,2,Method to load on this player profile cache.
func_152653_b,getByUUID,2,Gets the by UUID of this player profile cache.
func_152658_c,save,2,Method to save on this player profile cache.
func_152668_a,getGameProfile,2,Gets the game profile of this player profile cache$ profile entry.
func_152670_b,getExpirationDate,2,Gets the expiration date of this player profile cache$ profile entry.
func_152675_a,deserializeImpl,2,Method to deserialize impl on this player profile cache$ serializer.
func_152676_a,serialize,2,Method to serialize on this player profile cache$ serializer.
func_152682_a,createEntry,2,Method to create entry on this user list whitelist.
func_152708_a,isBanned,2,Checks if this ban list is banned.
func_152709_b,getBanEntry,2,Gets the ban entrY of this ban list.
func_152707_c,addressToString,2,Method to address to string on this ban list.
func_152647_b,getIPFromJson,2,Gets the IP from json of this ip ban entry.
func_152721_a,readFile,2,Method to read file on this pre yggdrasil converter.
func_152719_a,getStringUUIDFromName,2,Gets the string UUID from name of this pre yggdrasil converter.
func_152714_a,tryConvert,2,Method to try convert on this pre yggdrasil converter.
func_152723_a,convertSaveFiles,2,Method to convert save files on this pre yggdrasil converter.
func_152724_a,convertUserBanlist,2,Method to convert user banlist on this pre yggdrasil converter.
func_152717_a,lookupNames,2,Method to lookup names on this pre yggdrasil converter.
func_152711_b,mkdir,2,Method to mkdir on this pre yggdrasil converter.
func_152713_b,parseDate,2,Method to parse date on this pre yggdrasil converter.
func_152712_b,hasUnconvertableFiles,2,Checks if this pre yggdrasil converter is unconvertable files.
func_152722_b,convertIpBanlist,2,Method to convert IP banlist on this pre yggdrasil converter.
func_152727_c,backupConverted,2,Method to backup converted on this pre yggdrasil converter.
func_152715_c,hasUnconvertablePlayerFiles,2,Checks if this pre yggdrasil converter is unconvertable player files.
